Country Name,"Country Code","Series Name","Series Code","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
Lebanon,"LBN","GNI (current US$)","NY.GNP.MKTP.CD","37935417042.3002","39687755961.2072","43831811893.0218","46618056581.9211","47617439178.915","49529998216.7173","50574504505.7233","53115571398.4129","54962134857.1216","51334973749.1079"
Lesotho,"LSO","GNI (current US$)","NY.GNP.MKTP.CD","2872100453.56431","3089102108.84447","2892666061.86069","2718881440.94847","2719621955.82666","2639110142.7239","2400945714.77138","2620773521.02102","2864843190.59385","2690392209.51801"
Liberia,"LBR","GNI (current US$)","NY.GNP.MKTP.CD","1818599900","2273155200","2529644000","2875704600","2892652000","2947075700","3117419600","3087813500","2985754800","2965834700"
Libya,"LBY","GNI (current US$)","NY.GNP.MKTP.CD","74744237448.6896","34754942002.9407","79941762542.6012","65088464260.4388","41724850675.8881","29030301187.3733","26947934407.3648","39165350121.9687","53521075531.1355","53579026897.4891"
Liechtenstein,"LIE","GNI (current US$)","NY.GNP.MKTP.CD","4285933454.78953","4532319819.81982","3807827663.4318","5110583665.98339","5373935821.87295","5162406483.79052","5985894053.17637","6748654412.51143","7054504550.56754","NA"
Lithuania,"LTU","GNI (current US$)","NY.GNP.MKTP.CD","36887284560.476","42261715400.6605","41584616578.1745","45495776757.2547","47960568992.3636","39924629523.4205","41485060525.2801","45918265065.1492","52058574717.2768","52790650850.6274"
Luxembourg,"LUX","GNI (current US$)","NY.GNP.MKTP.CD","38165807113.9425","42712275813.4382","45918147001.4972","46766342161.0422","49913448088.6978","38642437420.6596","41197846022.2456","46914943643.3989","50448167554.7902","46472073640.7842"
"Macao SAR, China","MAC","GNI (current US$)","NY.GNP.MKTP.CD","24909587363.475","31539522586.1166","36351769108.4995","42782346388.2943","46126754391.4562","40235867251.0958","40637965754.0243","44898143533.5161","48917906472.5921","48878458583.7309"
Madagascar,"MDG","GNI (current US$)","NY.GNP.MKTP.CD","9833984439.62774","11396920373.3611","11260410204.8564","12056235131.4337","12227495202.0068","10949102782.8011","11431773568.4483","12816628748.5358","13390285874.726","13596240332.1827"
Malawi,"MWI","GNI (current US$)","NY.GNP.MKTP.CD","6851157459.09771","7888424222.52109","5892688581.96912","5356898814.32123","5887200679.08414","6153437697.08038","5409917742.35555","8745233806.01077","9559761067.41132","10746261347.9049"
